repo_path	slice	inspection_level	evidence_status	next_action
/Users/amuldotexe/Desktop/personal-repos-lane/Arithmancy2025	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/CodeEDA	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/DSA108	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/DailyJournal202309	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/JobSearchGames	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/Viz-Wizard	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools	other_or_low_signal	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/ElBruno.ModelContextProtocol	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/LiveMCPBench	other_or_low_signal	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/MCP-Zero	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/RAG-MCP-example	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/StableToolBench	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/ToolBench	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/ToolRoute	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/ToolSandbox	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/VOTR	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/appworld	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/benchmarking-tool-retrieval	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/confido-exploration-01	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/contextweaver	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/dmcp	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/gorilla	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/graph-tool-call	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/lazy-tool	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/mcp-bench	other_or_low_signal	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/mcpproxy-go	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/n2-QLN	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/semantic-router	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/tau2-bench	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/algo-free-twitter-marination	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/amuldotexe.github.io	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/apache-spark-shallow	query_compiler_execution	metadata_browsed_gap	top_level_metadata_recorded_for_relevant_slice	targeted_source_read_or_cgc_scan
/Users/amuldotexe/Desktop/personal-repos-lane/backlog-experiments	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/before-i-go	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/before-i-go-org-github	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/codecrafters-http-server-rust	rust_systems_tooling	metadata_browsed_gap	top_level_metadata_recorded_for_relevant_slice	targeted_source_read_or_cgc_scan
/Users/amuldotexe/Desktop/personal-repos-lane/confido-exploration-01	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/confido-exploration-01/git-ref-repo/repos-to-be-ignored/confido-exploration-01	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/dima-20241129	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/dobby-subagent-code-summarizer	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/dsa2024	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/dynamic-analysis	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/ebooks2024	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/extract_twitter202304	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/fawkes-body-doubling-phoenix	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/felix-felicis	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/floo-network	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/floo-network-message-queue-visual-lab	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/games-001	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/graph-data-science	neo4j_gds_compat	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/graph-data-science-2026.03	neo4j_gds_compat	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/hackerrank-exploration-202604	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/iiwii01	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/journal-202401	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker	other_or_low_signal	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/cypher-dsl-src	parser_code_intelligence	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/cypher-shell-src	parser_code_intelligence	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/gds-agent-src	neo4j_gds_compat	direct_source_cited	supplemental_gap_closure_batch_03_registry_result_limits_session_projection_handlers_cited	none_unless_deeper_gds_agent_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/graph-data-science-src	neo4j_gds_compat	direct_source_cited	graph_data_science_memory_projection_docs_cited_in_supplemental_gap_closure_batch_02	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-apoc-procedures-src	neo4j_gds_compat	direct_source_cited	apoc_nlp_read_write_procedure_modes_cited_in_supplemental_gap_closure_batch_02	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-apoc-src	neo4j_gds_compat	direct_source_cited	apoc_virtual_graph_neighbors_create_semantics_cited_in_supplemental_gap_closure_batch_02	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-browser-src	neo4j_gds_compat	direct_source_cited	supplemental_gap_closure_batch_03_editor_bolt_worker_result_mapping_query_cancellation_cited	none_unless_browser_golden_fixture_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-docs-bolt-src	neo4j_gds_compat	direct_source_cited	bolt_handshake_and_packstream_specs_cited_in_supplemental_gap_closure_batch_02	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-dotnet-driver-src	neo4j_gds_compat	direct_source_cited	supplemental_gap_closure_batch_03_bookmark_async_session_vector_serializer_cited	none_unless_official_driver_testkit_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-gds-client-src	neo4j_gds_compat	direct_source_cited	supplemental_gap_closure_batch_03_api_spec_arrow_endpoint_walking_skeleton_cited	none_unless_full_gds_inventory_generation_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-gds-src	neo4j_gds_compat	direct_source_cited	gds_csr_memory_estimation_and_pipeline_stubs_cited_in_supplemental_gap_closure_batch_02	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-go-driver-src	neo4j_gds_compat	direct_source_cited	full_path_cited_plus_cgc_and_codebase_memory_gap_pass	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-java-driver-src	neo4j_gds_compat	direct_source_cited	cgc_partial_plus_codebase_memory_plus_direct_source_retry_fetchsize_patterns_and_supplemental_gap_closure_batch_03_fetch_size_retry_bookmark_network_session_cited	none_unless_official_driver_testkit_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-javascript-driver-src	neo4j_gds_compat	direct_source_cited	supplemental_gap_closure_batch_03_routing_table_vector_surface_cited_and_cgc_routing_attempt_recorded	none_unless_official_driver_testkit_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-ogm-src	neo4j_gds_compat	direct_source_cited	supplemental_gap_closure_batch_03_session_depth_identity_mapping_context_cited	none_unless_ogm_application_fixture_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-python-driver-src	neo4j_gds_compat	direct_source_cited	driver_routing_bookmark_retry_fetch_size_semantics_cited_in_supplemental_gap_closure_batch_02	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-src	neo4j_gds_compat	direct_source_cited	record_store_dense_node_traversal_cited_in_supplemental_gap_closure_batch_02	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4j-testkit-src	neo4j_gds_compat	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/neo4rs-src	other_or_low_signal	metadata_browsed_low_signal	top_level_metadata_recorded	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/Neo4j family/opencypher-src	parser_code_intelligence	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/age-src	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/antlr-grammars-v4-src	parser_code_intelligence	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-arrow-ballista-src	query_compiler_execution	metadata_browsed_gap	top_level_metadata_recorded_for_relevant_slice	targeted_source_read_or_cgc_scan
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-arrow-rs-src	query_compiler_execution	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-arrow-src	query_compiler_execution	metadata_browsed_gap	top_level_metadata_recorded_for_relevant_slice	targeted_source_read_or_cgc_scan
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-datafusion-src	query_compiler_execution	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-hugegraph-src	neo4j_gds_compat	direct_source_cited	batch04_hugegraph_split_tables_pushdown	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-iggy-src	storage_columnar_memory	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-jena-src	neo4j_gds_compat	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-parquet-format-src	query_compiler_execution	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/apache-tinkerpop-src	neo4j_gds_compat	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/arangodb-src	neo4j_gds_compat	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/arcadedb-src	other_or_low_signal	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/blazegraph-src	neo4j_gds_compat	direct_source_cited	batch04_blazegraph_access_path_indexes	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/cayley-src	neo4j_gds_compat	metadata_browsed_name_cited	basename_cited_plus_top_level_metadata	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/personal-repos-lane/knight-bus-graph-walker/gitrefrepo/clickhouse-src	query_compiler_execution	direct_source_cited	full_path_cited_plus_metadata_browsed	none_unless_deeper_follow_up_needed
