repo_path	slice	prior_inspection_level	metadata_browse_status	readme_files	manifest_files	source_hints	top_level_sample	disposition	next_action
/Users/amuldotexe/Desktop/oss-read-only/alienplatform/quickwit	storage_columnar_memory	direct_source_cited	opened_top_level	README.md	Dockerfile,Makefile,docker-compose.yml,quickwit/Cargo.toml,quickwit/Makefile	toml:43,yaml:17,yml:11,rs:6,sh:5,ts:2,py:2,js:1	.cargo,.claude,.devcontainer,.dockerignore,.env.example,.gitattributes,.github,.gitignore,.localstack,CHANGELOG.md,CODE_OF_CONDUCT.md,CODE_STYLE.md	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/arrow-rs	query_compiler_execution	name_cited_or_related	opened_top_level	README.md	Cargo.toml,arrow-arith/Cargo.toml,arrow-array/Cargo.toml,arrow-avro/Cargo.toml,arrow-buffer/Cargo.toml,arrow-cast/Cargo.toml,arrow-csv/Cargo.toml,arrow-data/Cargo.toml,arrow-flight/Cargo.toml,arrow-integration-test/Cargo.toml,arrow-integration-testing/Cargo.toml,arrow-ipc/Cargo.toml,arrow-json/Cargo.toml,arrow-ord/Cargo.toml,arrow-pyarrow-integration-testing/Cargo.toml,arrow-pyarrow-integration-testing/pyproject.toml	rs:281,toml:34,yml:15,sh:11,py:4,yaml:3	.DS_Store,.asf.yaml,.gitattributes,.github,.github_changelog_generator,.gitignore,.gitmodules,.pre-commit-config.yaml,CHANGELOG-old.md,CHANGELOG.md,CODE_OF_CONDUCT.md,CONTRIBUTING.md	name_cited_and_metadata_browsed	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/oss-read-only/arroyo	other_or_low_signal	inventory_only	opened_top_level	README.md	Cargo.toml,docker/Dockerfile,webui/package.json,webui/tsconfig.json	toml:25,rs:7,yaml:5,ts:5,yml:4,sh:1	.config,.dockerignore,.github,.gitignore,CONTRIBUTING.md,Cargo.lock,Cargo.toml,LICENSE-APACHE,LICENSE-MIT,README.md,crates,docker	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/auron	other_or_low_signal	inventory_only	opened_top_level	README.md	Cargo.toml,auron-core/pom.xml,auron-flink-extension/pom.xml,auron-spark-tests/pom.xml,auron-spark-ui/pom.xml,common/pom.xml,hadoop-shim/pom.xml,pom.xml,spark-extension-shims-spark/pom.xml,spark-extension/pom.xml,spark-version-annotation-macros/pom.xml	yml:21,toml:11,sh:6,yaml:1,rs:1,py:1	.DS_Store,.asf.yaml,.gitattributes,.github,.gitignore,.gitmodules,.idea,.rat-excludes,CONTRIBUTING.md,Cargo.lock,Cargo.toml,DISCLAIMER	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/clarity-cli	parser_code_intelligence	direct_source_cited	opened_top_level	README.md	Makefile,go.mod,package.json	go:87,yml:5,js:2,c:2,h:1	.DS_Store,.cgcignore,.codex,.gitattributes,.githooks,.github,.gitignore,.golangci.yml,.goreleaser.yml,AGENTS.md,CLAUDE.md,LICENSE	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/claude-peers-mcp	other_or_low_signal	inventory_only	opened_top_level	README.md	package.json,tsconfig.json	ts:6	.DS_Store,.gitignore,.mcp.json,CLAUDE.md,README.md,broker.ts,bun.lock,cli.ts,index.ts,package.json,server.ts,shared	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/cocoindex	other_or_low_signal	inventory_only	opened_top_level	README.md	Cargo.toml,docs/package.json,docs/tsconfig.json,pyproject.toml	py:41,toml:32,yml:11,sh:6,yaml:3,ts:2,sql:1	.DS_Store,.cargo,.claude,.env.lib_debug,.github,.gitignore,.lycheeignore,.pre-commit-config.yaml,.python-version,CLAUDE.md,CODE_OF_CONDUCT.md,CONTRIBUTING.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/codex	parser_code_intelligence	direct_source_cited	opened_top_level	README.md	.devcontainer/Dockerfile,MODULE.bazel,codex-cli/package.json,codex-rs/Cargo.toml,package.json	toml:99,yml:25,py:21,sh:18,rs:7,yaml:6,js:2,ts:1	.DS_Store,.bazelignore,.bazelrc,.bazelversion,.cgcignore,.codespellignore,.codespellrc,.codex,.devcontainer,.gitattributes,.github,.gitignore	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/dask	other_or_low_signal	inventory_only	opened_top_level	README.rst	docs/Makefile,pyproject.toml	py:153,yaml:19,yml:12,sh:2,toml:1	.DS_Store,.git-blame-ignore-revs,.github,.gitignore,.pre-commit-config.yaml,.readthedocs.yaml,CONTRIBUTING.md,LICENSE.txt,MANIFEST.in,README.rst,codecov.yml,conftest.py	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/datafusion	query_compiler_execution	name_cited_or_related	opened_top_level	README.md	.devcontainer/Dockerfile,Cargo.toml,benchmarks/Cargo.toml,benchmarks/pyproject.toml,datafusion-cli/Cargo.toml,datafusion-cli/Dockerfile,datafusion-examples/Cargo.toml,dev/pyproject.toml,docs/Makefile,docs/pyproject.toml,pyproject.toml,test-utils/Cargo.toml	toml:56,rs:30,sh:26,sql:23,yml:13,py:13,yaml:3	.DS_Store,.asf.yaml,.cgcignore,.devcontainer,.dockerignore,.editorconfig,.gitattributes,.github,.gitignore,.gitmodules,AGENTS.md,CHANGELOG.md	name_cited_and_metadata_browsed	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/oss-read-only/dbt-core	other_or_low_signal	inventory_only	opened_top_level	README.md	Makefile,core/pyproject.toml,docker-compose.yml,docker/Dockerfile,pyproject.toml,requirements.txt	yaml:171,py:58,yml:30,toml:4,sh:4	.DS_Store,.changes,.changie.yaml,.dockerignore,.flake8,.git-blame-ignore-revs,.gitattributes,.github,.gitignore,.pre-commit-config.yaml,AGENTS.md,ARCHITECTURE.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/feldera	other_or_low_signal	inventory_only	opened_top_level	README.md	.devcontainer/Dockerfile,Cargo.toml,deploy/Dockerfile,deploy/docker-compose.yml,docs.feldera.com/package.json,docs.feldera.com/pyproject.toml,docs.feldera.com/tsconfig.json,package.json,python/pyproject.toml,sql-to-dbsp-compiler/pom.xml	yml:30,toml:29,py:21,sh:19,yaml:7,ts:7,js:7,rs:4	.DS_Store,.cargo,.devcontainer,.dockerignore,.gitattributes,.github,.gitignore,.pre-commit-config.yaml,.vscode,CLAUDE.md,CODE_OF_CONDUCT.md,CONTRIBUTING.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/great_expectations	other_or_low_signal	direct_source_cited	opened_top_level	README.md	pyproject.toml,requirements.txt,setup.py	py:330,yml:38,sh:9,toml:5,js:5,yaml:2	.coderabbit.yaml,.git-blame-ignore-revs,.gitattributes,.github,.gitignore,.pre-commit-config.yaml,.readthedocs.yml,CITATION.cff,CODEOWNERS,CONTRIBUTING_CODE.md,CONTRIBUTING_WORKFLOWS.md,IDE_SETUP_TIPS.md	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/hermes-agent	other_or_low_signal	inventory_only	opened_top_level	README.md,README.zh-CN.md	Dockerfile,docker-compose.yml,hermes_cli/setup.py,package.json,pyproject.toml,ui-tui/package.json,ui-tui/tsconfig.json,web/package.json,web/tsconfig.json,website/package.json,website/tsconfig.json	py:1415,yaml:24,yml:18,ts:9,sh:8,js:3,toml:1	.dockerignore,.env.example,.envrc,.gitattributes,.github,.gitignore,.gitmodules,.mailmap,.plans,AGENTS.md,CONTRIBUTING.md,Dockerfile	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/ibis	other_or_low_signal	inventory_only	opened_top_level	README.md	.devcontainer/Dockerfile,pyproject.toml	py:59,yml:39,sql:19,sh:7,toml:6,yaml:3,js:2,h:2	.codespellrc,.commitlintrc.json,.conventionalcommits.js,.devcontainer,.dockerignore,.env,.envrc,.git-blame-ignore-revs,.gitattributes,.gitconfig,.github,.gitignore	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/iggy	storage_columnar_memory	direct_source_cited	opened_top_level	README.md	Cargo.toml,Dockerfile,bdd/Dockerfile,bdd/docker-compose.yml,docker-compose.yml,web/Dockerfile,web/docker-compose.yml,web/package.json,web/tsconfig.json	toml:36,sh:31,yml:29,ts:5,js:4,rs:3,yaml:2	.DS_Store,.asf.yaml,.config,.dockerignore,.github,.gitignore,.markdownlint.json,.markdownlint.yml,.pre-commit-config.yaml,.taplo.toml,.typos.toml,ASF_LICENSE.txt	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/korrela-deployiq	other_or_low_signal	inventory_only	opened_top_level	README.md	Cargo.toml,Makefile,deploy/docker-compose.yml,docs-site/package.json,docs-site/tsconfig.json,ml/pyproject.toml,ml/requirements.txt,web/package.json,web/tsconfig.json	py:19,toml:14,yml:13,ts:9,sh:5,yaml:2,rs:2	.claude,.config,.cursorrules,.env.example,.github,.gitignore,.gitleaks.toml,.mcp.json,.windsurfrules,AGENTS.md,CLAUDE.md,CONTRIBUTING.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/materialize	query_compiler_execution	name_cited_or_related	opened_top_level	README.md	Cargo.toml,console/Dockerfile,console/package.json,console/tsconfig.json,pyproject.toml	py:151,toml:132,yml:45,sh:34,sql:27,ts:26,rs:24,yaml:5	.agents,.cargo,.claude,.config,.editorconfig,.gitattributes,.github,.gitignore,.shellcheckrc,AGENTS.md,CLAUDE.md,CONTRIBUTING.md	name_cited_and_metadata_browsed	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/oss-read-only/omnigraph	graph_algorithms_sparse	direct_source_cited	opened_top_level	README.md	Cargo.toml,Dockerfile	toml:7,sh:6,yml:4,yaml:1	.DS_Store,.cargo,.context,.dockerignore,.github,.gitignore,AGENTS.md,CLAUDE.md,CODE_OF_CONDUCT.md,CONTRIBUTING.md,Cargo.lock,Cargo.toml	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/opendal	storage_columnar_memory	direct_source_cited	opened_top_level	README.md	core/Cargo.toml,dev/Cargo.toml,website/package.json	yml:94,toml:34,go:15,rs:9,sh:7,js:7,yaml:6,py:6	.DS_Store,.asf.yaml,.config,.devcontainer,.editorconfig,.env.example,.gitattributes,.github,.gitignore,.taplo.toml,.typos.toml,.vscode	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/openobserve	other_or_low_signal	direct_source_cited	opened_top_level	README.md	.devcontainer/Dockerfile,Cargo.toml,web/package.json,web/tsconfig.json	rs:84,yml:43,toml:19,ts:9,sh:9,js:6,yaml:5,py:2	.cargo,.claude,.claudeignore,.cursorignore,.devcontainer,.env.example,.github,.gitignore,.typos.toml,.vscode,CONTRIBUTING.md,Cargo.lock	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/pandas	other_or_low_signal	name_cited_or_related	opened_top_level	README.md	pyproject.toml	py:165,yaml:17,yml:16,toml:2,sh:1	.gitattributes,.github,.gitignore,.pre-commit-config.yaml,AGENTS.md,AUTHORS.md,CITATION.cff,LICENSE,LICENSES,MANIFEST.in,README.md,asv_bench	name_cited_and_metadata_browsed	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/oss-read-only/parseltongue-rust-LLM-companion	parser_code_intelligence	name_cited_or_related	opened_top_level	README.md	Cargo.toml	scm:25,toml:5,py:2	.cgcignore,.claude,.gitignore,.parseltongue,CLAUDE.md,Cargo.lock,Cargo.toml,FAQsToParseltongueV01.md,README.md,crates,dependency_queries,entity_queries	name_cited_and_metadata_browsed	verify_exact_repo_path_before_using_as_design_evidence
/Users/amuldotexe/Desktop/oss-read-only/pi_agent_rust	rust_systems_tooling	classified_gap	opened_top_level	README.md	Cargo.toml,fuzz/Cargo.toml	rs:489,py:31,sh:29,yml:9,toml:5,yaml:2,ts:2	.DS_Store,.beads,.cargo,.gitattributes,.github,.gitignore,.rchignore,.ubsignore,AGENTS.md,CHANGELOG.md,Cargo.lock,Cargo.toml	relevant_slice_metadata_browsed_but_not_deep_extracted	targeted_source_read_or_cgc_scan
/Users/amuldotexe/Desktop/oss-read-only/pinot	other_or_low_signal	inventory_only	opened_top_level	README.md	pinot-broker/pom.xml,pinot-clients/pom.xml,pinot-common/pom.xml,pinot-compatibility-verifier/pom.xml,pinot-connectors/pom.xml,pinot-controller/pom.xml,pinot-core/pom.xml,pinot-dependency-verifier/pom.xml,pinot-distribution/pom.xml,pinot-integration-test-base/pom.xml,pinot-integration-tests/pom.xml,pinot-minion/pom.xml,pinot-perf/pom.xml,pinot-plugins/pom.xml,pinot-query-planner/pom.xml,pinot-query-runtime/pom.xml	yaml:24,yml:15,sh:5,py:1	.DS_Store,.asf.yaml,.claude,.codecov.yml,.github,.gitignore,.mvn,.trivyignore,AGENTS.md,CLAUDE.md,CODE_OF_CONDUCT.md,CONTRIBUTING.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/plotly.py	other_or_low_signal	direct_source_cited	opened_top_level	README.md	doc/Makefile,doc/requirements.txt,js/package.json,js/tsconfig.json,pyproject.toml	py:174,yml:10,js:4,ts:2,toml:1	.github,.gitignore,CHANGELOG.md,CITATION.cff,CODE_OF_CONDUCT.md,CONTRIBUTING.md,LICENSE.txt,MIGRATION_GUIDE.md,README.md,RELEASE.md,SECURITY.md,_plotly_utils	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/polars	query_compiler_execution	direct_source_cited	opened_top_level_plus_targeted_source	README.md	Cargo.toml,Makefile,crates/Makefile,py-polars/Makefile,py-polars/pyproject.toml	toml:37,yml:33,rs:13,py:8	.cgcignore,.gitattributes,.github,.gitignore,.typos.toml,AI_POLICY.md,CONTRIBUTING.md,Cargo.lock,Cargo.toml,LICENSE,Makefile,README.md	supplemental_gap_closure_batch_01_has_direct_source_evidence	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/risingwave	query_compiler_execution	direct_source_cited	opened_top_level	README.md	Cargo.toml,ci/Dockerfile,ci/docker-compose.yml,dashboard/package.json,dashboard/tsconfig.json,docker/Dockerfile,docker/docker-compose.yml,e2e_test/requirements.txt,grafana/requirements.txt,java/pom.xml,lints/Cargo.toml	sql:161,sh:128,yml:108,toml:82,py:50,yaml:14,rs:6,ts:5	.agents,.bk.yaml,.cargo,.config,.dockerignore,.gemini,.git-blame-ignore-revs,.gitattributes,.github,.gitignore,.pre-commit-config.yaml,.typos.toml	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/sail	other_or_low_signal	inventory_only	opened_top_level	README.md	.devcontainer/Dockerfile,Cargo.toml,package.json,pyproject.toml,tsconfig.json	toml:40,yml:24,sh:12,yaml:9,rs:7,py:5,ts:4,js:2	.DS_Store,.cursor,.devcontainer,.dockerignore,.editorconfig,.gitattributes,.github,.gitignore,.prettierignore,.vscode,CODE_OF_CONDUCT.md,CONTRIBUTING.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/scikit-learn	other_or_low_signal	direct_source_cited	opened_top_level	README.rst	.binder/requirements.txt,Makefile,build_tools/Makefile,doc/Makefile,pyproject.toml	py:623,yml:46,sh:26,yaml:1,toml:1	.binder,.circleci,.codecov.yml,.coveragerc,.devcontainer,.git-blame-ignore-revs,.gitattributes,.github,.gitignore,.mailmap,.pre-commit-config.yaml,.spin	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/streamlit	other_or_low_signal	direct_source_cited	opened_top_level	README.md	.devcontainer/Dockerfile,Makefile,frontend/package.json,frontend/tsconfig.json,lib/pyproject.toml,pyproject.toml	py:526,yml:51,ts:12,sh:6,toml:5,yaml:3,js:2	.DS_Store,.claude,.codex,.cursor,.devcontainer,.editorconfig,.gitattributes,.github,.gitignore,.nvmrc,.pre-commit-config.yaml,.vscode	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/oss-read-only/superset	other_or_low_signal	inventory_only	opened_top_level	README.md	.devcontainer/Dockerfile,Dockerfile,Makefile,RELEASING/requirements.txt,docker-compose.yml,docs/package.json,docs/tsconfig.json,pyproject.toml,setup.py,superset-core/pyproject.toml,superset-embedded-sdk/package.json,superset-embedded-sdk/tsconfig.json,superset-extensions-cli/pyproject.toml,superset-frontend/package.json,superset-frontend/tsconfig.json,superset-websocket/Dockerfile	py:527,yml:56,sh:44,js:35,ts:23,yaml:8,toml:5	.asf.yaml,.claude,.codecov.yml,.coveragerc,.cursor,.devcontainer,.dockerignore,.editorconfig,.envrc.example,.flaskenv,.fossa.yml,.gitattributes	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/tao	other_or_low_signal	inventory_only	opened_top_level	README.md	Cargo.toml,tao-macros/Cargo.toml	rs:53,yml:6,toml:3	.changes,.gitattributes,.github,.gitignore,.gitmodules,CHANGELOG.md,Cargo.lock,Cargo.toml,LICENSE,LICENSE.spdx,README.md,audits	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/tauri	rust_systems_tooling	classified_gap	opened_top_level	README.md	.devcontainer/Dockerfile,Cargo.toml,bench/Cargo.toml,package.json	yml:26,toml:23,rs:20,sh:11,js:11,ts:3,yaml:2	.DS_Store,.cargo,.cgcignore,.changes,.devcontainer,.docker,.editorconfig,.github,.gitignore,.prettierignore,.prettierrc,.scripts	relevant_slice_metadata_browsed_but_not_deep_extracted	targeted_source_read_or_cgc_scan
/Users/amuldotexe/Desktop/oss-read-only/vaex	other_or_low_signal	inventory_only	opened_top_level	README.md	Makefile,binder/requirements.txt,docs/Makefile,setup.py	py:205,sh:13,yml:6,js:4,yaml:1,toml:1,c:1	.DS_Store,.circleci,.gitattributes,.github,.gitignore,.gitmodules,.readthedocs.yaml,.releash.py,.travis.yml,AUTHORS.txt,CHANGELOG.md,CONTRIBUTING.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/warp	other_or_low_signal	inventory_only	opened_top_level	README.md	Cargo.toml,app/Cargo.toml	rs:77,toml:73,yml:23,yaml:10,sh:3,py:3,js:1,h:1	.PSScriptAnalyzerSettings.psd1,.agents,.cargo,.claude,.clippy.toml,.config,.dockerignore,.gitattributes,.github,.gitignore,.mcp.json,.rustfmt.toml	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/wry	rust_systems_tooling	classified_gap	opened_top_level	README.md	Cargo.toml,bench/Cargo.toml	rs:43,yml:8,toml:5,js:1	.cargo,.cgcignore,.changes,.github,.gitignore,.license_template,CHANGELOG.md,Cargo.lock,Cargo.toml,LICENSE-APACHE,LICENSE-MIT,LICENSE.spdx	relevant_slice_metadata_browsed_but_not_deep_extracted	targeted_source_read_or_cgc_scan
/Users/amuldotexe/Desktop/oss-read-only/xarray	other_or_low_signal	inventory_only	opened_top_level	README.md	.devcontainer/Dockerfile,doc/Makefile,pyproject.toml	py:234,yml:23,yaml:9,toml:2	.binder,.claude,.codecov.yml,.devcontainer,.git-blame-ignore-revs,.git_archival.txt,.gitattributes,.github,.gitignore,.pre-commit-config.yaml,.readthedocs.yaml,AI_POLICY.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/oss-read-only/zed-gpui	other_or_low_signal	inventory_only	opened_top_level	README.md	Cargo.toml	toml:258,yml:49,rs:20,sh:8,py:8,js:5,yaml:2,ts:1	.DS_Store,.cargo,.cloudflare,.config,.factory,.git-blame-ignore-revs,.gitattributes,.github,.gitignore,.mailmap,.prettierrc,.rules	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/Arithmancy2025	other_or_low_signal	inventory_only	opened_top_level	none	app/build.gradle.kts,build.gradle.kts	toml:1	.DS_Store,.gitignore,.idea,PRD.txt,TDD.txt,app,build.gradle.kts,gradle,gradle.properties,gradlew,gradlew.bat,settings.gradle.kts	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/CodeEDA	other_or_low_signal	inventory_only	opened_top_level	none	none	no_shallow_source_hints	empty_top_level	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/DSA108	other_or_low_signal	inventory_only	opened_top_level	none	none	no_shallow_source_hints	.DS_Store,d001firstday.ipynb,d002TwoSumJava.ipynb,d003TwoSumRust.ipynb,zzArchive	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/DailyJournal202309	other_or_low_signal	inventory_only	opened_top_level	README.md	none	no_shallow_source_hints	.DS_Store,BookDrafts202309,Journal202309,README.md	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/JobSearchGames	other_or_low_signal	inventory_only	opened_top_level	none	none	no_shallow_source_hints	empty_top_level	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/Viz-Wizard	other_or_low_signal	inventory_only	opened_top_level	README.md	package.json,tsconfig.json	ts:8,js:2	.DS_Store,.env.local.example,.gitignore,BACKEND_IMPLEMENTATION_PLAN.md,FIND_USAGES.md,IMPLEMENTATION_PLAN.md,PRD.md,README.md,TECHNICAL_DESIGN.md,VIDEO_SCRIPT.md,next.config.js,package-lock.json	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools	other_or_low_signal	direct_source_cited	opened_top_level	README.md	none	py:2,toml:1	.DS_Store,.cgcignore,.gitignore,.hermes,A00-raw-research,A01-journal,A02-routers-solutions,A03-release-preview-assets,LICENSE,Note-to-reviewer.md,README.md,ignore-references	source_cited_and_metadata_browsed	none_unless_deeper_follow_up_needed
/Users/amuldotexe/Desktop/personal-repos-lane/accio-tools/ignore-references/git-ref-repo/ElBruno.ModelContextProtocol	other_or_low_signal	inventory_only	opened_top_level	README.md	none	yml:20,ts:1	.copilot,.gitattributes,.github,.gitignore,.squad,.squad-templates,Directory.Build.props,ElBruno.ModelContextProtocol.slnx,LICENSE,README.md,docs,global.json	low_signal_metadata_browsed	skip_unless_new_requirement_makes_relevant
